Data,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
06/08/2023 19:42:56,-0.57,2.06,1.02,0.03,0.09,-0.01
06/08/2023 19:42:57,-0.69,2.07,0.09,0,-0.01,-0.01
06/08/2023 19:42:57,-0.40,1.56,0.15,-0.02,0.02,-0.01
06/08/2023 19:42:58,-0.41,1.36,0.25,0,0.03,-0.03
06/08/2023 19:42:58,-0.59,1.36,0.34,-0.02,0.03,-0.01
06/08/2023 19:42:59,-0.46,1.89,0.1,0,0.02,-0.02
06/08/2023 19:42:59,-0.45,2.02,0.06,-0.01,0.02,-0.02
06/08/2023 19:43:00,-0.50,2.01,0.18,-0.01,0.02,-0.01
06/08/2023 19:43:00,-0.48,2.72,0.04,0,0.02,-0.02
06/08/2023 19:43:01,-0.44,2.53,0,-0.01,0.02,-0.02
06/08/2023 19:43:01,-0.50,2.59,-0.01,-0.01,0.02,-0.02
06/08/2023 19:43:02,-0.47,2.55,0,-0.01,0.02,-0.02
06/08/2023 19:43:02,-0.46,2.57,0.01,-0.01,0.02,-0.02
06/08/2023 19:43:03,-0.50,2.56,-0.01,-0.01,0.02,-0.02
06/08/2023 19:43:03,-0.49,2.57,-0.02,-0.01,0.02,-0.02
06/08/2023 19:43:04,-0.51,2.57,0.03,-0.01,0.02,-0.02
06/08/2023 19:43:04,-0.47,2.6,0.01,-0.01,0.02,-0.02
06/08/2023 19:43:05,-0.50,2.6,0.03,0,0.02,-0.02
06/08/2023 19:43:05,-0.51,2.56,0,-0.01,0.02,-0.02
06/08/2023 19:43:06,-0.49,2.57,0,0,0.02,-0.02
06/08/2023 19:43:06,-0.51,2.57,0.01,0,0.02,-0.02
06/08/2023 19:43:07,-0.49,2.56,-0.01,0,0.02,-0.02
06/08/2023 19:43:07,-0.50,2.55,-0.01,0,0.02,-0.02
06/08/2023 19:43:08,-0.48,2.54,-0.02,-0.01,0.02,-0.02
06/08/2023 19:43:08,-0.47,2.55,-0.04,-0.01,0.02,-0.02
06/08/2023 19:43:09,-0.47,2.53,-0.04,-0.01,0.02,-0.02
06/08/2023 19:43:09,-0.45,2.54,-0.02,-0.01,0.02,-0.02
06/08/2023 19:43:10,-0.49,2.57,0,-0.01,0.02,-0.02
06/08/2023 19:43:10,-0.48,2.58,0,-0.01,0.02,-0.02
06/08/2023 19:43:11,-0.47,2.53,0,-0.01,0.02,-0.02
06/08/2023 19:43:11,-0.50,2.54,-0.01,-0.01,0.02,-0.02
06/08/2023 19:43:12,-0.47,2.56,-0.03,-0.01,0.02,-0.02
06/08/2023 19:43:12,-0.51,2.56,0.01,-0.01,0.02,-0.02
06/08/2023 19:43:13,-0.49,2.59,0.02,-0.01,0.02,-0.02
06/08/2023 19:43:13,-0.53,2.58,0.01,-0.01,0.02,-0.02
06/08/2023 19:43:14,-0.47,2.55,-0.01,0,0.02,-0.02
06/08/2023 19:43:14,-0.47,2.54,-0.01,-0.01,0.02,-0.02
06/08/2023 19:43:15,-0.45,2.55,-0.02,-0.01,0.02,-0.02
06/08/2023 19:43:15,-0.47,2.55,-0.02,-0.01,0.02,-0.02
06/08/2023 19:43:16,-0.50,2.57,-0.01,-0.01,0.02,-0.02
06/08/2023 19:43:16,-0.51,2.6,0.02,0,0.02,-0.02
06/08/2023 19:43:17,-0.49,3.44,-0.36,0.01,0.02,-0.02
06/08/2023 19:43:17,-0.35,5.89,-0.94,-0.01,0.04,-0.02
06/08/2023 19:43:18,-0.44,5.49,-0.77,0.01,0.01,-0.02
06/08/2023 19:43:18,-0.71,1.87,-0.13,-0.06,0.02,-0.01
06/08/2023 19:43:19,-0.47,4.7,0,0.01,0.03,-0.02
06/08/2023 19:43:19,-0.28,3.67,-0.25,0.01,0.02,-0.02
06/08/2023 19:43:20,-0.36,2.54,0.24,0,0.03,-0.02
06/08/2023 19:43:20,-0.05,4.56,-0.27,0.07,-0.03,-0.01
06/08/2023 19:43:21,-0.43,3.41,-0.51,-0.06,0.02,-0.02
06/08/2023 19:43:21,-0.31,3.7,-1.03,0.01,-0.02,-0.01
06/08/2023 19:43:22,-0.01,3.67,-0.57,-0.01,0.03,-0.02
06/08/2023 19:43:22,-0.43,3.51,-0.17,-0.03,0.03,-0.02
06/08/2023 19:43:23,-0.27,3.59,-0.03,-0.01,0.02,-0.02
06/08/2023 19:43:23,-0.51,3.47,-0.16,-0.04,-0.01,-0.01
06/08/2023 19:43:24,-0.29,2.73,0.45,-0.05,-0.01,-0.01
06/08/2023 19:43:24,-0.50,2.4,0.21,-0.04,0.02,-0.01
06/08/2023 19:43:25,-0.54,3.37,-0.22,-0.03,0.02,0.01
06/08/2023 19:43:25,-0.65,3.23,-0.06,0.03,0.05,0
06/08/2023 19:43:26,-1.13,3.6,1.66,0.1,0.01,0.03
06/08/2023 19:43:26,-0.58,3.35,0.18,0,0.1,0.02
06/08/2023 19:43:27,-0.40,2.82,0.04,0.04,-0.06,0.03
06/08/2023 19:43:27,-0.95,2.5,-0.81,0.04,0.1,0.01
06/08/2023 19:43:28,-1.10,1.86,-0.34,-0.03,-0.02,0.01
06/08/2023 19:43:28,-0.37,1.96,-0.03,-0.09,-0.01,-0.01
06/08/2023 19:43:29,-0.44,3.01,2.26,0.09,0.03,-0.02
06/08/2023 19:43:29,-0.92,2.36,0.77,0.05,0.03,-0.03
06/08/2023 19:43:30,-0.73,2.39,-0.32,0.01,0.01,-0.01
06/08/2023 19:43:30,-0.48,2.7,-0.11,-0.01,-0.02,0
06/08/2023 19:43:31,-0.32,3.31,-0.82,0.03,-0.02,0.02
06/08/2023 19:43:31,-0.79,3.28,0.98,0.09,0.08,0
06/08/2023 19:43:32,-0.47,2.51,0.35,0.08,0.02,0
06/08/2023 19:43:32,-0.27,2.58,-0.43,0.01,0.01,0
06/08/2023 19:43:33,-0.93,2.94,-0.05,-0.07,-0.06,0.01
06/08/2023 19:43:33,-0.45,2.86,-0.96,-0.05,-0.03,0
06/08/2023 19:43:34,-0.33,3.35,-0.33,-0.07,0,-0.01
06/08/2023 19:43:34,-0.50,3.24,-0.19,0.01,0.01,-0.01
06/08/2023 19:43:35,-0.56,3.22,0.68,-0.02,0.08,-0.02
06/08/2023 19:43:35,-0.35,3.11,-0.08,0.07,0.08,-0.01
06/08/2023 19:43:36,-0.39,2.85,-0.1,0.02,0,0
06/08/2023 19:43:36,-0.62,2.87,0.42,0.02,0.08,-0.01
06/08/2023 19:43:37,-0.53,2.92,1.07,0.1,0.01,0
06/08/2023 19:43:37,-0.19,2.75,-0.57,0.03,0.03,-0.01
06/08/2023 19:43:38,-0.06,2.95,1.01,0.11,-0.02,-0.02
06/08/2023 19:43:38,-0.26,2.46,-1.43,-0.03,-0.05,-0.01
06/08/2023 19:43:39,-0.51,2.55,-0.18,-0.04,0.07,-0.01
06/08/2023 19:43:39,-0.40,2.38,-0.75,0.05,-0.04,-0.01
06/08/2023 19:43:40,-0.58,2.08,0.05,-0.01,0.01,-0.01
06/08/2023 19:43:40,-0.70,1.93,-0.21,-0.06,0.06,-0.02
06/08/2023 19:43:41,-0.14,2.74,0.47,0.07,-0.02,-0.03
06/08/2023 19:43:41,-0.27,2.82,-1.47,-0.02,0.01,-0.02
06/08/2023 19:43:42,-0.45,2.6,-0.49,-0.09,0.03,-0.05
06/08/2023 19:43:42,-0.29,2.66,-0.16,-0.01,-0.01,-0.02
06/08/2023 19:43:43,-0.94,2.53,-1.12,0.1,0.05,-0.02
06/08/2023 19:43:43,-0.66,2.1,-0.02,-0.01,0.03,-0.02
06/08/2023 19:43:44,-0.28,2.07,0.48,0.07,0.01,-0.03
06/08/2023 19:43:44,-0.53,2.09,-0.03,0.01,-0.01,-0.01
06/08/2023 19:43:45,-0.29,1.87,-0.66,0.01,0.07,0
06/08/2023 19:43:45,-0.39,2.26,-0.85,-0.02,-0.04,-0.01
06/08/2023 19:43:46,-0.43,2.51,0.06,0,0,-0.03
06/08/2023 19:43:46, 0.06,2.64,-0.76,-0.01,-0.02,-0.05
06/08/2023 19:43:47,-0.56,2.83,-0.02,-0.02,0,-0.03
06/08/2023 19:43:47,-0.43,2.38,-0.45,-0.08,-0.02,-0.02
06/08/2023 19:43:48,-1.14,2.26,1.71,-0.06,-0.04,-0.02
06/08/2023 19:43:48,-0.28,2.09,-0.66,-0.04,-0.02,0.01
06/08/2023 19:43:49,-0.62,2.66,-0.52,0.01,0.01,0
06/08/2023 19:43:49,-0.69,3.26,0.21,-0.04,0.1,0
06/08/2023 19:43:50,-0.44,2.87,-0.6,0.08,0.04,-0.03
06/08/2023 19:43:50,-0.33,3.1,-1.23,0.08,0.01,-0.02
06/08/2023 19:43:51,-0.38,2.88,-0.18,0.02,0,-0.02
06/08/2023 19:43:51,-0.51,1.55,0.24,0.04,0,-0.03
06/08/2023 19:43:52,-0.62,1.92,-0.95,0.02,-0.06,0
06/08/2023 19:43:52,-0.23,1.08,-0.01,-0.03,-0.01,-0.01
06/08/2023 19:43:53,-0.43,-0.55,1,0,-0.01,0
06/08/2023 19:43:53,-0.47,1.55,-0.27,-0.08,0.08,-0.02
06/08/2023 19:43:54,-0.85,1.89,0.68,0.08,0.09,-0.02
06/08/2023 19:43:54,-0.44,1.91,0,-0.03,0.03,-0.02
06/08/2023 19:43:55,-0.38,2.53,0.18,-0.06,0.05,-0.03
06/08/2023 19:43:55,-0.35,2.42,0.35,0.07,-0.01,-0.03
06/08/2023 19:43:56,-0.51,1.97,-0.51,-0.06,0.02,-0.02
06/08/2023 19:43:56,-0.37,3.15,-0.04,0,-0.02,-0.02
06/08/2023 19:43:57,-0.53,3.46,-0.37,0.01,-0.02,-0.01
06/08/2023 19:43:57,-0.29,3.95,0.11,-0.02,0.03,-0.02
06/08/2023 19:43:58,-0.46,3.06,0.32,0.04,0.05,-0.01
06/08/2023 19:43:58,-0.72,2.65,-0.47,-0.07,-0.03,-0.02
06/08/2023 19:43:59,-0.35,2.93,0.19,0.03,-0.07,-0.02
06/08/2023 19:43:59,-1.09,1.89,0.88,0.01,0.06,-0.01
06/08/2023 19:44:00,-0.37,2,-0.26,0,-0.03,-0.01
06/08/2023 19:44:00,-0.71,1.81,1.14,0.11,0.12,-0.02
06/08/2023 19:44:01,-0.94,1.79,-1.17,-0.07,0.03,-0.02
06/08/2023 19:44:01,-0.69,2.47,0.31,-0.03,0.08,-0.01
06/08/2023 19:44:02,-0.56,2.15,-0.09,-0.03,0.05,-0.02
06/08/2023 19:44:02,-0.61,2.02,-0.26,0.01,0.01,-0.02
06/08/2023 19:44:03,-0.64,1.8,0.21,0.01,0.02,-0.02
06/08/2023 19:44:03,-0.37,1.22,-0.02,-0.04,0.02,-0.02
06/08/2023 19:44:04,-0.37,2.54,0.05,0.02,0.01,-0.02
06/08/2023 19:44:04,-0.42,2.07,0.17,-0.02,0.04,-0.02
06/08/2023 19:44:05,-0.60,1.73,0.12,-0.01,0.03,-0.01
06/08/2023 19:44:05,-0.66,3.38,-0.18,0.04,0,-0.01
06/08/2023 19:44:06,-0.57,3.44,-0.63,0,-0.02,0
06/08/2023 19:44:06,-0.46,4.21,-0.42,0,-0.03,-0.02
06/08/2023 19:44:07,-0.55,2.49,0.18,-0.05,0.05,-0.04
06/08/2023 19:44:07,-0.46,3.01,-0.06,-0.01,0.02,-0.03
06/08/2023 19:44:08,-0.49,3.84,-0.16,0,0.05,-0.02
06/08/2023 19:44:08,-0.53,3.89,-0.47,-0.01,0.02,-0.01
06/08/2023 19:44:09,-0.69,3.52,-0.49,-0.01,0.02,-0.01
06/08/2023 19:44:09,-0.58,3.27,-0.3,-0.01,0.07,-0.01
06/08/2023 19:44:10,-0.63,3.24,0.19,0,0.05,-0.03
06/08/2023 19:44:10,-0.51,2.7,0.16,0,-0.02,-0.02
06/08/2023 19:44:11,-0.45,2.13,0.35,-0.02,-0.01,-0.02
06/08/2023 19:44:11,-0.34,1.87,0.24,-0.02,0.05,-0.02
06/08/2023 19:44:12,-0.41,2.17,-0.15,-0.01,0.03,-0.02
06/08/2023 19:44:12,-0.18,2.5,0.07,-0.04,0.02,-0.02
06/08/2023 19:44:13,-0.43,3.03,-0.15,-0.02,0.04,-0.03
06/08/2023 19:44:13,-0.55,2.9,0.33,-0.04,0.06,-0.01
06/08/2023 19:44:14,-0.31,3.04,-0.26,-0.02,0.06,-0.02
06/08/2023 19:44:14,-0.28,3.23,-0.44,-0.01,0.02,-0.02
06/08/2023 19:44:15, 0.12,3.83,-0.71,0.01,0.1,-0.05
06/08/2023 19:44:15,-0.48,3.65,0.57,0.04,0.06,-0.04
06/08/2023 19:44:16,-0.37,3.25,-0.25,-0.02,0.01,-0.02
06/08/2023 19:44:16,-0.52,3.62,0.3,0.02,0.05,-0.03
06/08/2023 19:44:17,-0.30,2.68,0.71,0.15,0.02,-0.01
06/08/2023 19:44:17,-0.28,3.51,-0.83,0.03,0.05,-0.01
06/08/2023 19:44:18,-0.53,2.92,-0.86,-0.04,0.05,-0.02
06/08/2023 19:44:18,-0.78,2.71,0.79,0.02,-0.02,-0.01
06/08/2023 19:44:19,-0.34,1.47,-1.88,0.09,-0.08,-0.02
06/08/2023 19:44:19,-0.51,1.9,-0.12,0.03,-0.07,0
06/08/2023 19:44:20,-0.30,1.92,-0.25,-0.08,0.01,-0.02
06/08/2023 19:44:20,-0.81,2.8,0.32,0,0.05,-0.01
06/08/2023 19:44:21, 0.11,3.13,-0.4,0.01,0.02,-0.01
06/08/2023 19:44:21,-0.39,3,-0.22,-0.05,-0.03,-0.01
06/08/2023 19:44:22,-0.69,3.08,0.36,0.01,0.01,-0.02
06/08/2023 19:44:22,-0.28,3.3,-0.12,0.02,0.02,-0.02
06/08/2023 19:44:23,-0.68,2.83,-0.07,-0.01,0,-0.02
06/08/2023 19:44:23,-0.24,2.66,0.07,-0.04,-0.04,-0.01
06/08/2023 19:44:24,-0.59,2.21,0.3,-0.03,-0.1,-0.01
06/08/2023 19:44:24,-0.26,1.93,0.56,-0.01,0.01,-0.02
06/08/2023 19:44:25,-0.62,1.66,0.42,-0.03,0,-0.01
06/08/2023 19:44:25,-0.50,1.91,0.06,-0.04,0.05,-0.02
06/08/2023 19:44:26, 0.06,2.76,0.5,0.02,0.03,-0.02
06/08/2023 19:44:26, 0.13,2.61,-0.23,-0.04,-0.02,-0.03
06/08/2023 19:44:27,-0.54,2.57,0.25,-0.02,0.03,-0.02
06/08/2023 19:44:27,-0.48,1.67,0.08,0,-0.01,-0.02
06/08/2023 19:44:28,-0.41,1.96,0.2,-0.05,-0.01,-0.02
06/08/2023 19:44:28,-0.54,2.44,-0.02,0.04,0,-0.02
06/08/2023 19:44:29,-0.65,2.94,-0.94,0,0.07,-0.02
06/08/2023 19:44:29,-0.57,2.7,0.38,0.02,-0.03,-0.01
06/08/2023 19:44:30,-0.11,2.86,0.71,0.02,0.05,-0.01
06/08/2023 19:44:30,-0.25,3.27,-0.49,-0.01,0.07,-0.04
06/08/2023 19:44:31,-0.91,3.47,0.33,-0.03,0.06,-0.02
06/08/2023 19:44:31, 0.17,3.43,-0.68,0.06,-0.11,-0.04
06/08/2023 19:44:32,-0.66,3.46,-0.13,-0.01,0.03,-0.02
06/08/2023 19:44:32,-0.40,3.27,-0.12,-0.03,0.06,-0.02
06/08/2023 19:44:33,-0.72,2.83,0.12,-0.03,0,-0.01
06/08/2023 19:44:33,-0.64,2.88,0.7,0.04,0.02,-0.01
06/08/2023 19:44:34,-0.89,2.29,-1.61,-0.04,0.07,-0.01
06/08/2023 19:44:34,-0.37,2.57,-0.32,0,0.06,-0.03
06/08/2023 19:44:35,-0.43,2.09,-0.26,0.02,-0.04,-0.01
06/08/2023 19:44:35,-0.47,2.26,-0.5,-0.03,0,-0.01
06/08/2023 19:44:36,-0.72,2.97,-0.64,-0.01,0.02,-0.02
06/08/2023 19:44:36,-0.22,2.97,0.35,0.01,0.03,-0.01
06/08/2023 19:44:37,-0.09,2.22,-0.3,0,0.07,-0.03
06/08/2023 19:44:37,-0.51,2.2,-1.03,-0.04,-0.03,-0.01
06/08/2023 19:44:38,-0.65,2.72,1.71,-0.03,0.01,-0.02
06/08/2023 19:44:38,-0.36,2.72,-0.11,-0.05,-0.02,-0.02
06/08/2023 19:44:39,-0.44,3.14,-0.67,-0.01,0.02,-0.02
06/08/2023 19:44:39,-0.80,3.01,0.27,0,0.03,-0.02
06/08/2023 19:44:40,-0.19,2.93,-0.38,0,0.03,-0.02
06/08/2023 19:44:40,-0.71,3.27,0.5,-0.03,-0.03,-0.02
06/08/2023 19:44:41,-0.41,2.99,-0.08,-0.03,0.05,-0.02
06/08/2023 19:44:41,-0.95,3.01,1,0.01,0.07,-0.01
06/08/2023 19:44:42,-0.91,2.08,0.17,0.01,0.05,0
06/08/2023 19:44:42,-0.79,2.16,0.1,-0.03,0.01,-0.01
06/08/2023 19:44:43,-0.51,1.81,-0.02,-0.03,-0.04,-0.01
06/08/2023 19:44:43,-0.63,2.42,-0.11,-0.04,-0.05,-0.01
06/08/2023 19:44:44,-1.56,2.18,-0.08,-0.08,0.01,-0.01
06/08/2023 19:44:44,-0.63,1.99,0.14,-0.06,0.07,-0.02
06/08/2023 19:44:45,-0.75,2.01,-0.53,-0.01,0.05,-0.03
06/08/2023 19:44:45,-0.72,3.03,-0.01,0,0.03,-0.01
06/08/2023 19:44:46,-0.50,2.55,-0.73,-0.03,-0.03,-0.02
06/08/2023 19:44:46,-0.21,2.2,0.38,-0.05,0.1,-0.03
06/08/2023 19:44:47,-0.54,1.79,0.35,0.03,-0.05,-0.01
06/08/2023 19:44:47,-0.54,1.91,0.28,-0.01,0.04,-0.03
06/08/2023 19:44:48,-0.70,1.95,0.49,-0.03,-0.02,-0.02
06/08/2023 19:44:48,-0.78,-1.74,0.46,-0.04,-0.02,0
06/08/2023 19:44:49,-0.54,-0.97,0.88,-0.01,0,-0.01
06/08/2023 19:44:49,-0.59,0.11,0.49,-0.02,0.05,-0.02
06/08/2023 19:44:50,-0.56,1.35,0.23,-0.01,0.06,-0.02
06/08/2023 19:44:50,-0.64,2.47,-0.02,-0.01,0.06,-0.02
06/08/2023 19:44:51,-0.18,2.24,-0.08,-0.01,0.02,-0.02
06/08/2023 19:44:51,-0.32,2.96,-0.16,0,0,-0.01
06/08/2023 19:44:52,-0.51,3.18,0.03,-0.02,0.02,-0.02
06/08/2023 19:44:52,-0.41,3.47,-0.13,0,0.04,-0.03
06/08/2023 19:44:53,-0.41,3.39,-0.23,-0.02,0.03,-0.03
06/08/2023 19:44:53,-0.31,3.31,-0.13,0,0.03,-0.01
06/08/2023 19:44:54,-0.36,3.09,-0.27,-0.01,0.01,-0.01
06/08/2023 19:44:54,-0.22,2.85,0.04,0.02,0.01,-0.02
06/08/2023 19:44:55,-0.33,2.65,0.18,-0.02,0.03,-0.03
06/08/2023 19:44:55,-0.55,2.46,-0.01,-0.04,0.03,-0.04
06/08/2023 19:44:56, 0.27,1.73,-2.2,0.03,0.1,-0.03
06/08/2023 19:44:56,-0.57,2.53,-0.57,0,-0.03,-0.01
06/08/2023 19:44:57,-0.53,4.09,-0.2,-0.03,0.07,-0.03
06/08/2023 19:44:57,-0.17,3.5,0.36,0.02,0.1,-0.01
06/08/2023 19:44:58,-0.28,4.27,-0.29,-0.01,0.01,-0.01
06/08/2023 19:44:58,-0.43,2.55,-0.11,-0.01,-0.02,-0.01
06/08/2023 19:44:59,-0.37,3.51,-0.48,0.04,-0.01,-0.04
06/08/2023 19:44:59,-0.51,3.97,-0.58,-0.02,0.03,-0.03
06/08/2023 19:45:00, 0.00,2.83,-0.13,-0.02,0,-0.04
06/08/2023 19:45:00,-0.25,2.59,-0.78,-0.02,-0.02,-0.05
06/08/2023 19:45:01,-0.18,2.73,0.28,-0.01,0.02,-0.04
06/08/2023 19:45:01, 0.41,2.67,-0.15,0.01,-0.02,-0.05
06/08/2023 19:45:02,-0.09,3.34,-0.36,0,0.03,-0.05
06/08/2023 19:45:02, 0.06,3.22,-0.18,0.03,0.02,-0.03
06/08/2023 19:45:03,-0.32,3.48,-0.43,0.01,-0.02,-0.02
06/08/2023 19:45:03,-0.37,3.46,0.13,-0.05,0.04,-0.02
06/08/2023 19:45:04,-0.41,2.76,0.17,-0.02,-0.01,-0.03
06/08/2023 19:45:04,-0.14,2.69,0.19,-0.01,0,-0.04
06/08/2023 19:45:05,-0.29,3.19,-0.04,0.04,-0.08,-0.03
06/08/2023 19:45:05,-0.22,3.21,-0.54,-0.07,0.04,-0.03
06/08/2023 19:45:06,-0.24,3.16,-0.61,-0.05,-0.07,-0.03
06/08/2023 19:45:06,-1.09,3.28,1.24,0.04,0.03,-0.05
06/08/2023 19:45:07,-0.16,2.7,0.33,-0.01,0.05,-0.05
06/08/2023 19:45:07, 0.06,2.57,0.42,0.07,0,-0.04
06/08/2023 19:45:08,-0.29,2.42,1.1,0,0.08,-0.04
06/08/2023 19:45:08, 0.04,3.2,0.62,0.07,0.02,-0.03
06/08/2023 19:45:09,-0.19,2.17,0.18,-0.05,-0.05,-0.03
06/08/2023 19:45:09,-0.30,2.31,0.43,-0.03,0.04,-0.04
06/08/2023 19:45:10, 0.05,2.22,0.52,0.02,0,-0.05
06/08/2023 19:45:10, 0.07,1.6,0.17,0.02,-0.04,-0.03
06/08/2023 19:45:11,-0.02,1.98,0.82,0.11,0.05,-0.04
06/08/2023 19:45:11, 0.02,1.76,0.11,0.02,0,-0.05
06/08/2023 19:45:12,-0.17,2.29,0.25,-0.05,0.05,-0.04
06/08/2023 19:45:12,-0.63,2.09,0.32,0.05,-0.02,0
06/08/2023 19:45:13,-0.69,1.91,-0.3,0.04,-0.05,-0.02
06/08/2023 19:45:13,-0.11,1.58,-0.65,0.06,0.04,-0.01
06/08/2023 19:45:14,-0.26,2.14,-0.43,-0.02,0.04,-0.02
06/08/2023 19:45:14,-0.99,1.51,0.88,0.04,0.1,-0.02
06/08/2023 19:45:15, 0.03,2.27,-0.5,0,0.01,-0.03
06/08/2023 19:45:15, 0.18,1.09,-0.61,0,0.04,-0.02
06/08/2023 19:45:16,-0.05,1.83,-0.05,0,0.02,-0.03
06/08/2023 19:45:16, 0.00,1.7,0.22,0,0.02,-0.02
06/08/2023 19:45:17,-0.60,1.78,0.16,0.03,0.05,-0.04
06/08/2023 19:45:17,-0.36,1.87,0.09,0.01,0.04,-0.03
06/08/2023 19:45:18,-0.23,1.82,0.15,-0.02,0.04,-0.03
06/08/2023 19:45:18,-0.36,1.32,0.11,0.01,0.01,-0.02
06/08/2023 19:45:19,-0.42,1.36,0.44,-0.01,0.02,-0.02
06/08/2023 19:45:19,-0.40,1.64,0.24,-0.01,0.01,-0.02
06/08/2023 19:45:20,-0.44,1.86,0.17,0,0.01,-0.02
06/08/2023 19:45:20,-0.42,2.16,0.18,0,0.02,-0.02
06/08/2023 19:45:21,-0.46,2.68,0.1,-0.01,0.02,-0.02
06/08/2023 19:45:21,-0.47,2.68,0,-0.01,0.02,-0.02
06/08/2023 19:45:22,-0.44,2.69,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:22,-0.42,2.65,0,-0.01,0.02,-0.02
06/08/2023 19:45:23,-0.43,3.04,-0.05,0,0.01,-0.02
06/08/2023 19:45:23,-0.40,4.37,-0.47,0,0.02,-0.02
06/08/2023 19:45:24,-0.35,4.72,-0.56,-0.01,0.04,-0.02
06/08/2023 19:45:24,-0.38,4.66,-0.54,-0.01,-0.01,-0.04
06/08/2023 19:45:25,-0.04,2.22,-0.29,-0.06,0.05,-0.05
06/08/2023 19:45:25, 0.29,4.39,-0.41,0.03,0.01,-0.02
06/08/2023 19:45:26, 0.00,3.24,-0.45,0,-0.03,-0.02
06/08/2023 19:45:26,-0.73,3.24,0.11,0,0.02,-0.02
06/08/2023 19:45:27, 0.13,3.24,0.67,0.04,0.11,-0.05
06/08/2023 19:45:27,-0.08,3.29,0.45,-0.08,0.08,0
06/08/2023 19:45:28, 0.16,2.54,0.69,0.03,0.02,-0.04
06/08/2023 19:45:28,-0.28,2.56,0.94,-0.06,0.01,-0.03
06/08/2023 19:45:29,-0.01,3.44,-0.12,-0.02,0.05,-0.03
06/08/2023 19:45:29,-0.46,2.38,-0.08,0.03,0.01,-0.02
06/08/2023 19:45:30,-0.22,2,0.23,0.01,0.01,-0.02
06/08/2023 19:45:30,-0.64,2.08,0.03,-0.04,0.04,-0.01
06/08/2023 19:45:31,-0.62,2.02,0.25,0,0.05,0
06/08/2023 19:45:31,-0.75,1.67,0.26,-0.03,0.08,0.07
06/08/2023 19:45:32,-1.33,2.15,-0.23,-0.02,0.08,0.17
06/08/2023 19:45:32,-1.52,2.17,0.01,-0.05,0.09,0.24
06/08/2023 19:45:33,-1.42,1.89,0.02,-0.06,0.06,0.33
06/08/2023 19:45:33,-1.20,2.36,0.03,-0.02,0.12,0.32
06/08/2023 19:45:34,-0.78,2.37,-0.11,-0.01,0.06,0.34
06/08/2023 19:45:34,-1.55,2.18,0.35,-0.05,0.05,0.3
06/08/2023 19:45:35,-1.02,2.09,0.41,-0.02,0.1,0.26
06/08/2023 19:45:35,-0.44,2.31,0.32,0.02,0.08,0.2
06/08/2023 19:45:36, 0.06,1.58,0.15,0.01,0.02,0.1
06/08/2023 19:45:36,-0.09,1.43,0.21,-0.03,0.03,0.04
06/08/2023 19:45:37,-0.07,2.07,0.37,0,0.02,0.01
06/08/2023 19:45:37,-0.05,1.97,0.07,-0.01,0.04,0
06/08/2023 19:45:38, 0.06,1.92,0.2,0,0.03,-0.01
06/08/2023 19:45:38,-0.08,1.88,0.18,-0.01,0.03,-0.01
06/08/2023 19:45:39,-0.03,2.3,0.14,0,0.02,-0.02
06/08/2023 19:45:39,-0.04,2.34,0.11,0,0.02,-0.01
06/08/2023 19:45:40,-0.07,2.37,0.11,0,0.02,-0.02
06/08/2023 19:45:40,-0.05,2.62,0.04,0,0.02,-0.02
06/08/2023 19:45:41,-0.00,2.53,0.06,-0.01,0.02,-0.02
06/08/2023 19:45:41,-0.02,2.55,0.04,-0.01,0.03,-0.02
06/08/2023 19:45:42,-0.02,2.53,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:42,-0.01,2.53,0.05,-0.01,0.02,-0.02
06/08/2023 19:45:43, 0.02,2.53,0.02,-0.01,0.02,-0.02
06/08/2023 19:45:43,-0.02,2.52,0.03,-0.01,0.02,-0.02
06/08/2023 19:45:44,-0.01,2.52,0,-0.01,0.02,-0.02
06/08/2023 19:45:44, 0.02,2.51,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:45, 0.01,2.54,0.02,-0.01,0.02,-0.02
06/08/2023 19:45:45,-0.01,2.53,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:46,-0.01,2.52,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:46,-0.02,2.54,0.02,0,0.02,-0.02
06/08/2023 19:45:47,-0.02,2.5,0.03,-0.01,0.02,-0.02
06/08/2023 19:45:47, 0.03,2.5,0,-0.01,0.02,-0.02
06/08/2023 19:45:48,-0.02,2.53,0.03,-0.01,0.02,-0.02
06/08/2023 19:45:48,-0.02,2.55,0.04,-0.01,0.02,-0.02
06/08/2023 19:45:49,-0.06,2.56,0.07,-0.01,0.02,-0.02
06/08/2023 19:45:49,-0.02,2.55,0.06,0,0.02,-0.02
06/08/2023 19:45:50,-0.06,2.56,0.06,-0.01,0.02,-0.02
06/08/2023 19:45:50,-0.04,2.56,0.06,-0.01,0.02,-0.02
06/08/2023 19:45:51,-0.03,2.56,0.06,0,0.02,-0.02
06/08/2023 19:45:51,-0.05,2.56,0.07,-0.01,0.02,-0.02
06/08/2023 19:45:52,-0.04,2.55,0.06,-0.01,0.02,-0.02
06/08/2023 19:45:52,-0.02,2.54,0.06,0,0.02,-0.02
